1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,1.533333333
1,8,74.61666667
1,9,253.35
1,10,402.7666667
1,11,501
1,12,543.3833333
1,13,528.5833333
1,14,447.7166667
1,15,315.55
1,16,151.3333333
1,17,18.81666667
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,0
1,24,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,2.033333333
2,8,76.11666667
2,9,233.3666667
2,10,375.7833333
2,11,478.2333333
2,12,519.2833333
2,13,491.2333333
2,14,409.15
2,15,286.85
2,16,133.1
2,17,17.08333333
2,18,0
2,19,0
2,20,0
2,21,0
2,22,0
2,23,0
2,24,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0.016666667
3,7,1.383333333
3,8,29.46666667
3,9,101.9
3,10,292.8666667
3,11,500.4666667
3,12,545.75
3,13,528.4833333
3,14,461.0166667
3,15,353.9
3,16,76.06666667
3,17,15.7
3,18,0.3
3,19,0
3,20,0
3,21,0
3,22,0
3,23,0
3,24,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,2.366666667
4,8,87.4
4,9,259.1333333
4,10,410.35
4,11,512
4,12,560.15
4,13,546.1833333
4,14,463.7333333
4,15,333.6
4,16,166.1333333
4,17,23.85
4,18,0
4,19,0
4,20,0
4,21,0
4,22,0
4,23,0
4,24,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,2.15
5,8,72.71666667
5,9,243.6833333
5,10,325.3833333
5,11,403.15
5,12,382.9
5,13,287.1833333
5,14,177.7666667
5,15,103.7333333
5,16,60.51666667
5,17,16.21666667
5,18,0
5,19,0
5,20,0
5,21,0
5,22,0
5,23,0
5,24,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,2.316666667
6,8,85.4
6,9,251.55
6,10,401.6333333
6,11,479.8
6,12,420.1833333
6,13,373.6166667
6,14,282.7166667
6,15,188.4166667
6,16,84.91666667
6,17,13.68333333
6,18,0
6,19,0
6,20,0
6,21,0
6,22,0
6,23,0
6,24,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,1.716666667
7,8,79.8
7,9,154.8333333
7,10,242
7,11,440.9333333
7,12,533.1666667
7,13,518.35
7,14,450.8666667
7,15,212.5333333
7,16,128.8
7,17,25.91666667
7,18,0
7,19,0
7,20,0
7,21,0
7,22,0
7,23,0
7,24,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,1.783333333
8,8,46.63333333
8,9,251.05
8,10,288.7333333
8,11,456.4166667
8,12,513.35
8,13,491.4666667
8,14,432.3666667
8,15,262.7166667
8,16,136.9666667
8,17,20.1
8,18,0
8,19,0
8,20,0
8,21,0
8,22,0
8,23,0
8,24,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0.666666667
9,8,24.33333333
9,9,83.6
9,10,307.3666667
9,11,306.1833333
9,12,202.7333333
9,13,248.8666667
9,14,309.0666667
9,15,347.7333333
9,16,168.3833333
9,17,18.01666667
9,18,0
9,19,0
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,1.216666667
10,8,38.4
10,9,211.9833333
10,10,422.75
10,11,481.8166667
10,12,559.1833333
10,13,543.45
10,14,473.2666667
10,15,346.7
10,16,147.35
10,17,25.26666667
10,18,0
10,19,0
10,20,0
10,21,0
10,22,0
10,23,0
10,24,0
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,2.216666667
11,8,86.81666667
11,9,259.4833333
11,10,411.75
11,11,512.0833333
11,12,558.3833333
11,13,550.8166667
11,14,479.7
11,15,351.9666667
11,16,184.7833333
11,17,31.35
11,18,0
11,19,0
11,20,0
11,21,0
11,22,0
11,23,0
11,24,0
12,1,0
12,2,0
12,3,0
12,4,0
12,5,0
12,6,0
12,7,1.4
12,8,69.55
12,9,119.35
12,10,184.5166667
12,11,226.05
12,12,462.3166667
12,13,399.7
12,14,458.6166667
12,15,332
12,16,167.5166667
12,17,28.46666667
12,18,0
12,19,0
12,20,0
12,21,0
12,22,0
12,23,0
12,24,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,0
13,7,2.4
13,8,81.3
13,9,248.5166667
13,10,397.1833333
13,11,500.4166667
13,12,539.15
13,13,448.0166667
13,14,396.0333333
13,15,325.9
13,16,120.1666667
13,17,19.4
13,18,0
13,19,0
13,20,0
13,21,0
13,22,0
13,23,0
13,24,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0.1
14,8,4.75
14,9,17.23333333
14,10,24.76666667
14,11,20.46666667
14,12,16.4
14,13,14.11666667
14,14,18.16666667
14,15,22.85
14,16,10.28333333
14,17,1.4
14,18,0
14,19,0
14,20,0
14,21,0
14,22,0
14,23,0
14,24,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,7,2.35
15,8,82.71666667
15,9,248.5
15,10,403.4
15,11,508.1666667
15,12,574.5833333
15,13,559.85
15,14,484.8833333
15,15,350.9166667
15,16,170.7333333
15,17,17.83333333
15,18,0
15,19,0
15,20,0
15,21,0
15,22,0
15,23,0
15,24,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0.033333333
16,7,0.35
16,8,18.73333333
16,9,70.85
16,10,148.25
16,11,285.8166667
16,12,290
16,13,268.6333333
16,14,337.25
16,15,339.1166667
16,16,177.2166667
16,17,33.83333333
16,18,0.05
16,19,0
16,20,0
16,21,0
16,22,0
16,23,0
16,24,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,0
17,7,1.966666667
17,8,81.71666667
17,9,256.1833333
17,10,410.5666667
17,11,503.2166667
17,12,540.1666667
17,13,453.45
17,14,376.1833333
17,15,277.9166667
17,16,130.5333333
17,17,32.6
17,18,0.133333333
17,19,0
17,20,0
17,21,0
17,22,0
17,23,0
17,24,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,2.766666667
18,8,96.01666667
18,9,273.3333333
18,10,428.4833333
18,11,542.0333333
18,12,595.6833333
18,13,581.75
18,14,511.55
18,15,383.3
18,16,214.6666667
18,17,46
18,18,0.15
18,19,0
18,20,0
18,21,0
18,22,0
18,23,0
18,24,0
19,1,0
19,2,0
19,3,0
19,4,0
19,5,0
19,6,0
19,7,3.016666667
19,8,95.5
19,9,272.4333333
19,10,429.6
19,11,535.7
19,12,588.4333333
19,13,578.7
19,14,497
19,15,375.3666667
19,16,202.6833333
19,17,43.48333333
19,18,0.083333333
19,19,0
19,20,0
19,21,0
19,22,0
19,23,0
19,24,0
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,2.816666667
20,8,92.63333333
20,9,265.85
20,10,419.9666667
20,11,531.4166667
20,12,583.5666667
20,13,569.2333333
20,14,492.75
20,15,290.7
20,16,207.5833333
20,17,52.9
20,18,0.15
20,19,0
20,20,0
20,21,0
20,22,0
20,23,0
20,24,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,2.316666667
21,8,57.13333333
21,9,192.8333333
21,10,384.0833333
21,11,487.2666667
21,12,548.9333333
21,13,547.4
21,14,464.05
21,15,341.9333333
21,16,165.8
21,17,40.86666667
21,18,0.1
21,19,0
21,20,0
21,21,0
21,22,0
21,23,0
21,24,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0.45
22,8,10.55
22,9,30.48333333
22,10,35.93333333
22,11,45.01666667
22,12,46.21666667
22,13,99.31666667
22,14,180.25
22,15,207.35
22,16,104.0666667
22,17,28.8
22,18,0.216666667
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
22,24,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,2.916666667
23,8,61.88333333
23,9,239.2
23,10,415.6666667
23,11,522.75
23,12,520.9
23,13,314.6666667
23,14,286.3833333
23,15,181.8666667
23,16,139.8666667
23,17,26.75
23,18,0.133333333
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,1.55
24,8,27.38333333
24,9,87.73333333
24,10,261.1833333
24,11,269.2666667
24,12,433.85
24,13,509.1666667
24,14,444.9666667
24,15,132.9166667
24,16,59.86666667
24,17,30.38333333
24,18,0.3
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0
25,7,2.7
25,8,60.68333333
25,9,171.5166667
25,10,314.7
25,11,511.1666667
25,12,485.9833333
25,13,367.75
25,14,467.3666667
25,15,397.1833333
25,16,232.3666667
25,17,60.15
25,18,0.4
25,19,0
25,20,0
25,21,0
25,22,0
25,23,0
25,24,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,0
26,7,3.983333333
26,8,106.7833333
26,9,286
26,10,443.2166667
26,11,559.85
26,12,631.8833333
26,13,624.7833333
26,14,426.15
26,15,321.6166667
26,16,114.5333333
26,17,40.83333333
26,18,0.466666667
26,19,0
26,20,0
26,21,0
26,22,0
26,23,0
26,24,0
27,1,0
27,2,0
27,3,0
27,4,0
27,5,0
27,6,0.066666667
27,7,4.633333333
27,8,108.85
27,9,291.1
27,10,426.2333333
27,11,526.3
27,12,606.8666667
27,13,614.4166667
27,14,543
27,15,413.5666667
27,16,244.1666667
27,17,66.93333333
27,18,0.65
27,19,0
27,20,0
27,21,0
27,22,0
27,23,0
27,24,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,0
28,7,0.616666667
28,8,9.616666667
28,9,43.63333333
28,10,155.95
28,11,418.0333333
28,12,623.75
28,13,614.85
28,14,541.3833333
28,15,405.1333333
28,16,247.1666667
28,17,69.73333333
28,18,0.7
28,19,0
28,20,0
28,21,0
28,22,0
28,23,0
28,24,0
29,1,0
29,2,0
29,3,0
29,4,0
29,5,0
29,6,0
29,7,5.1
29,8,113.2666667
29,9,295.8166667
29,10,457.6166667
29,11,570.0166667
29,12,625.5166667
29,13,618.1833333
29,14,546.0166667
29,15,421.3666667
29,16,252.8666667
29,17,72.75
29,18,0.65
29,19,0
29,20,0
29,21,0
29,22,0
29,23,0
29,24,0
30,1,0
30,2,0
30,3,0
30,4,0
30,5,0
30,6,0
30,7,4.45
